Message,Label
I’d love to make this happen!,0
"Happy Birthday, my dear ❤️",0
🤩❤️,1
"Hey, you know what? I’m actually pretty happy with how things are going right now. I’ve got a great job, I’m in a good relationship, and I have some really great friends. I know that not everyone is",0
What's up,0
"Waiting to hear from you, ❤️❤️❤️",1
Hey! What’s your name? 😃,1
"I just bought a new pair of jeans, they're so comfortable!",0
@yusuf_moazzam_official,0
Haha yea I love this,0
have you seen this? https://t.co/188QzQ0AQl,1
My love... I am sorry. I am in a hospital and I need your help. I was involved in an accident and I had to be rushed to the hospital. I sent you a message from my hospital bed. Please help me...,0
Happy holidays!,0
I'm going to need a lot of money to pay for all this,0
I just bought that.,0
"I’m having a hard time falling asleep, and I don’t know why. I feel like I’m being watched.",0
It’s 1 AM and I’m just about to go to bed.,0
Hey there 😉,0
Pray for me,0
"I got this app on Snapchat, I put it on a subscription, and it's so cool. 💦💦💦💦💦💦",0
hey,0
I’m a better person than I’ve ever been. I’m actually more confident. I’m better at everything. I’m so much better at everything now. And I feel like I’m in a much better place than,0
Give us a shout @planet_1_official. We’d love to connect with you.,0
Hey. I have to tell you that I am in love with you. I'm looking forward to hearing back from you.,0
"Hey, I’m back. I just wanted to see if you got my message. I hope you’re doing well. I’m sorry about the other day. I was just stressed out and didn’t think before I spoke. I",0
"Hello, I'm a fan of your content and would love to collaborate with you.",1
Hey ❤️ ✨,0
❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️,1
good morning ❤️,0
Harambe harambe harambe harambe harambe harambe harambe harambe harambe harambe harambe harambe harambe harambe harambe harambe haram,0
Haha! 😂😂,1
I think I’ll skip your party.,0
haha yes that is the size of a tree branch,0
You should be attending the conference as well.,0
"I’m about to take a trip to Spain with my boyfriend! We’re going to visit Barcelona, Valencia, and Mallorca. Have you ever been to any of these cities?",0
Hey! 👋 I love your outfit! Where did you get it from?,0
I’ve been working so hard on my makeup for this outfit. Please go look at my post and like it. It’s so important to me.,1
I never understood the point of this app. You spend all your time looking at a screen and building fake lives. You’ll never live in the moment \_/,0
I think I hate what you are wearing :(,0
Come over to my place ☕️,0
Baby boy 👶Overall height : 173 cm Weight : 60 kg Complexion : Fair Chest : 36 inches Waist : 28 inches Biceps : 14 inches,0
@lolimarina What's your favorite movie?,0
hello,0
https://instagram.com/p/CZeDWBKvhB3/,0
Aw yissss!,1
hey,1
It's you!!!,1
I am waiting for this,0
So cute 💟,0
I'm so ready for this summer 🌞!,0
📸 📸,0
I’m so glad to see you! 😃,0
Ahhhhhhh you're the best!!,0
"Hey, you look cool.",0
I'm so sorry I had a bad day yesterday,0
I'm so excited for this weekend! I've been planning a camping trip for weeks and I can't wait to get out of the city. Do you have any recommendations for good hiking trails or campsites?,0
"@mari_luz_lira, you’re so cute!",0
Thank you ❤️,0
You have been tagged in a post by @shilpa.saklani,0
@sandiego.downtown 😁,1
Haha dude 😂😂😂,0
Happy Holidays my friend 🎄🎅,0
This is just a DM.,0
Morning!,0
Awesome 💃💃,1
@sarah.dad 🤩,0
"This is a cool story, I hope youâre enjoying it! ð",0
Can i have your phone number??,0
Happy Sunday  https://t.co/wCXoCl263c  https://t.co/wCXoCl263c,0
نعم ارغب بطلب السلفرة الكلية في رافعة السلفرة انتظر استم,0
Hey good morning,0
Just remember 🤫,0
"@jameskoshal I'm thinking about a new look, what do you think of 🤔",0
Check out the picture of my new bikini.,0
@carmelaparis \n\nDid you see that cute pair of brown shoes @jennifer\_love\_hart just posted? 😍,0
😂😂,0
❤️❤️❤️,0
Wow 😍✨🤩,0
"I’m new to this whole Instagram thing, so don’t mind me if I’m a little shy at first. I’ve always been one to keep my head down and not say much, but I figured I’d give this",1
@rosesandlollies ❤️ I think you're so pretty !,0
I’ll share with you the link to my onlyfans as well.,0
Hey do you wanna go to the party with me tonight,0
Happy birthday! 🎉🎈🎉🎈🎉🎈🎉🎈🎉🎈🎉🎈🎉🎈🎉🎈🎉🎈,0
I am in a hotel in the center of the city. I\'m looking for a place where I can eat inexpensively. 👍,0
Nice shirt!,0
hey,0
It’s good to see you again. Thanks for the message.,0
Nice 🤗,0
Uh-huh. I will keep that in mind.,0
Things are looking a lot better for @theofficialkanyewest,0
I'm not sure if you're the right person to ask.,0
I know you’re my friend @thekitchenaid and I love you so much but I’m just going to be real with you and say that you’re the reason why I’m so depressed and why I can’t sleep,1
😍😍😍 @karlymarieee how you doing fren 😍😘😘😘😘,0
"I’m looking for a different type of relationship, not just sex.",1
@mrs.deziart_777,0
Easy,0
Awwwwww I love you so much ❤️❤️❤️,0
@karrueche,1
"I saw you on Instagram, you look so beautiful!",0
"I'm not really sure I can help you, but here's a great article I found that might help: http://lkcn.co/8VjyH",0
🤗,0
Hahahahahahahahaha,0
I just have to share this with you because I know it’s going to make you laugh!! 😂,0
I will dm you soon.,1
Hi @violeta_lipova,0
I'm so sorry,0
Are you single?,0
I love your style and I am trying to replicate it. Can you please tell me where you got those shoes from?,0
Hello my love ❤️❤️❤️,0
Good morning 🌞,0
I have no idea what you are talking about.,0
I’m going to try to connect you with a few friends.,0
I’ve always thought I was too boring to be a model. And I don’t like being the center of attention so much. I’m just too shy to be a model.,1
Ok!,0
I’m so happy for you!,0
"If you're looking for something fun to watch, I'll recommend the movie ""The Holiday."" It's a romantic comedy with a great cast and some really funny moments. I think you'll love it!",0
@hannahbooboo,0
:joy:,1
"Guess what, I like your style.",0
Ek oye,0
"Tell me how you doing my love, I miss you so much",0
☺️😘,0
I tried every single one of your products and I love them all 😍😍😍,0
Can I ask you a question?,0
Hey !,0
@taylorswift @taylorswift,0
"Hey 👋🏽, I have a movie for you to watch, it’s the perfect movie for you… https://youtu.be/KW-xWa5K-Q4",0
are you a dude?,0
I'm in a relationship,0
I see you are a cute girl. Please message me on my number. I’ve been looking for you since long.,1
"I can’t believe I’m seeing this. This is amazing, @tiffanyhaddish! 🙌",0
I don't know how to say this. I love you and I just wanted to let you know.,0
🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳,0
🧡,0
I genuinely love it,0
hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,0
"The key to a successful and happy life is to surround yourself with people who are always there for you. I am so grateful to have found my tribe on Instagram! We have become such close friends over the years, and I know I can always count",0
"Come check out my latest painting, I've been working on it for weeks and I can't wait to share it with you! 🥰",0
Hey!,1
I am a die hard fan of this song!,0
Hey! How about a walk on the beach tonight?,1
"I’m sorry if I am bothering you but, I’m in need of help.",0
i am just a random guy on instagram.,0
I love your necklace 💋,0
That’s so sweet of you ❤️❤️❤️❤️,0
I’m sorry to hear that! 😔,0
sweetheart,1
"I'm sorry for the inconvenience, but we're experiencing some technical difficulties with our systems. Please try again later. We apologize for the inconvenience.",1
😋,0
"Hey, I’m selling some of my old clothes. They’re in great condition and I’m looking to get rid of them. If you’re interested, let me know!",0
Heyyyy 😍,1
This is a message that contains a link.,0
Hey how are you ? 👋,0
"I know that i'm not perfect, but my imperfection is my perfection",0
I'm a little sad that I couldn't talk to you today.,0
"Hey, I am not able to reply to your message. You can send it again.",0
Come on bro just see this link and trust me you will like it,1
I will look out for you.,0
I love these tank tops 😍😍,0
ohhhh,0
Your video is so cool,0
omg 😭😭😭,0
I miss you so much 💔💔💔,0
I've been thinking about you a lot lately. I can't help but feel like we have a special connection. I've been wondering if you feel the same way.,0
regarder stream,1
"Yes, that’s true",1
I love you so much. You’re the best thing that ever happened to me ❤️,1
"Yoooo !!! I needed some fresh ideas, and you are a great source of inspiration 🔥🔥🔥🔥",1
I think I like you,0
Thank you! I'm happy to be part of this group.,0
😫😫😫😫😫😫😫😫😫😫😫😫,0
I love it!!,0
"So, when are we getting married?",0
@,1
I don't know. My friend sent you.,0
Ok,1
@misterboss100,0
I am checking if that is you.,0
I like your color choices for your outfits 😍,0
I’m so happy to have you as a follower! Please send me a message and tell me more about yourself. I’d love to get to know you better. 💘,1
@family.picture.lover 🥰,1
Nice,0
"I think you should do it, I mean it will be your best decision ever",0
Hey there! I have a new promo code for you: 150425. Purchase something for yourself and get 15% off!,0
You're sassy 😂,0
https://t.co/S1yZIC5eVr?amp=1,1
i think that it is a good idea.,0
Hola 😃,0
Wow 🤩,1
"I need a new watch, but I don't know which one to choose. Can you help me out?",0
Yea I haven’t seen the movie yet but I’ve heard a lot of good things about it.,0
That’s soo cool,0
Do you know how to design a website?,0
You're so beautiful,0
"Yep, I agree completely!",0
i wanna fuck you,1
👋,0
Girls are so great at helping you pick outfits.,0
"My name is Lena and I'm a 30 year old web designer from London. I am passionate about design and have been working in the field for the past 10 years. I specialize in creating beautiful, functional websites that",0
Damn 😳,1
I’ve been thinking about it and I think I’d rather not.,0
:slightly_smiling_face: :heart:,0
I’m so sorry I’ve been so busy I’ve been working on some projects that have been keeping me really busy please don’t think I’m ignoring you I’ve been feeling really sick,0
I’m looking for a good tiktoker. I’m a photographer. I’m looking for a model. I’m a realtor. I’m looking for a real estate agent. I’m a landlord.,0
You’re not alone. I’ll be there for you every step of the way.,1
السلام عليكم ورحمة الله وبركاته,0
Did you hear about the new app?,0
Wow! 😵 😵 😵 😵,0
I'm pretty sure that we've met before or we have common friends. I'm looking for new friends here. Do you have an account on Instagram?,0
hey,0
I agree !!!!,0
@superstar_sporty_girl lol,1
Oh I got the wrong size. Can you send a replacement?,0
"I’m new here, wandering through the follower’s list, I’m looking for friends.",0
@. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1
i love this look on you. ☺️,0
"If you are a business owner, I recommend you check out my new business page that helps business owners stay up to date on the latest trends and tips. You can follow me for more information.",0
🤨,0
Looking forward to seeing your newly designed office 😃🙈,0
"Happy Sunday, everyone!",0
🤓,0
Happy to see you here.,0
I really want to see you.,0
how you doing,0
"Hey, I'm @dannibig, professional model and influencer 📸📸📸. Booking: danii.big@gmail.com",0
"So I was driving to the airport and my phone died. I could not call a cab, Uber, or Lyft. I was able to call my mom and she got me a ride to the airport and told me to get a new phone",0
Thank you for the follow! I’m a big fan of your work ☺️,0
Hello 👋,0
Hey 👋 this is Ishaan. I am looking for a female friend on Instagram. Let me know if you want to be friends 😘,0
@taelar\_n\_co. @taelar\_n\_co.,0
I see your point.,0
@lancet\_london\_birth\_hosp I've been following you for a bit and I love your content.,0
It's so pretty 😍,0
:),0
@mikebelow I'm looking for a new home and I want to make sure I get the best deal possible. What can you do to help me find my dream home?,0
That was amazing. Thanks for taking the time to share your work with me. ✨,0
@holla_dolla 😜,0
I need to take a shower before going to bed.,0
you are so right. ❣️,0
I love it so much 🥰🥰🥰,0
😘,0
Hi,0
Instagram post by @lelanor_bettcher,0
"oh my God, you look amazing in this picture wow",0
🍑,0
"Dear user, you have won $1,000,000. Congratulations! Please contact us at 1900-715-3324 for further instructions.",1
@johnsmith I really like this one ! 😍,0
Hey! 👋,0
Hey :-),0
Yassss 💙,0
Yeah I only have one pair of socks on,0
"I’m in a small town in Louisiana right now, where I am a pastor. I’m getting married to a girl I’ve known for two years. I’ve seen her all my life, and I’ve been seeing",0
@realtor.com_official,0
@marie_maillard 🌹,0
"Good morning, friend! I'm so excited to see you again! Let's grab some coffee and catch up on all the latest gossip. 😜",0
"Hey, thanks for tagging me in this post. I love it.",0
Let’s go!,0
"I saw your content, it's amazing, you have such a good eye for colors! I love your style, you are truly inspiring. Plus, it's a bit funny, but I also like your profile name. Keep doing what",0
I got your message about the business and I'm interested in doing business with you. Let's talk more about it.,1
Haha 😂😂,0
Omen 😂😂😂,0
i dont think so,0
"I know, but I can’t help it! 😜",0
🙂,0
@mahdi.alizadeh.10006,1
Discover 100+ BEST Black Friday deals on the official @Aerie Aerie store. Shop now for 50% off or more. 👇👇👇,0
Oh no I’ve got to go now I’m so sorry bet you look stunning tonight 😭😭,0
💘,0
"May God bless you, we are praying for you.",0
"Hi, can you send me your instagram page. Thanks",0
I like your outfit,0
💞♥️🥰🥀😘💞♥️,0
🙏🏻,0
I think we should have a chat about this and figure out what happened.,0
"just wanna say, you are a great person. have a good day!",0
"I'm so happy to hear that, I'm glad we're on the same page on this",0
تحية طيبة في كانفيدينس,1
Hey,1
Hehe thanks babe you're so sweet 🥺 <3,0
I’m so obsessed with you 🥰😍,0
👋,0
🎁🎁🎁🎁🎁🎁🎁🎁🎁🎁🎁🎁,1
"Hey, you look so cool in this pic 🤩",0
Kişiye güvenmek kolay olacak. 😌,0
Hmmm I’m not sure,0
I want to see your face,0
I saw your photos and videos on Instagram and I think you look beautiful.,0
@magdareina @des.444 @fade_studio_ @julia.v_444 @mukamidirya @mukamidirya @mukamidirya @,0
Love the way you play your guitar.,0
Updated!,0
"Hey, if you have a problem with your phone or tablet, you can send it over here and we can help you right away.",0
"@christian \n\nHey! How is your day going? I'm feeling a bit down today, but I'm sure we can brighten each other's day with a little chat.\n\nWhat's",1
Crashee,1
@tobi_green_123,0
Saw this in your feed. I still can’t believe you have engaged with this post. Stunning❤️,0
"Hold on, I just have a question for you.",0
@ayvazianhouston 📸 @ayvazianhouston 📸 @ayvazianhouston 📸 @ayvazianhouston 📸 @ay,0
Wanna know how to create more sales for your business by using Instagram? Here’s our free guide:,0
"My CGPA is 8.37. I am so surprised, I didnt expect to get such a high score.",0
Hey,1
what’s up 🥰,0
"You have to also have a nice ass, babe.",0
"Jade, it's me, your dad. I need you to come to the hospital. I've been in an accident, and I need your help. Please come as soon as you can.",0
Thanks for the follow !,0
@aryanshadabhai0390,1
Hoorah!,0
"I got the same feeling, I don’t know why that happened. 🤷🏼‍♀️",0
@timothydallamana are you ready for my new song? I am super excited to share it with you! 🎶❤️,0
I’m so happy that your comments are helpful to me.,0
"I’m just starting this, but I’m gonna need a new phone.",0
"Hello, look at this Italian restaurant. I think it looks nice",0
I’m so bored,0
Let us see the photos...,1
"Wow! I love the color, it’s sooo pretty 😍",0
Cute! 😻,0
🤩,1
"Hey, I saw you on Instagram and I was wondering if you wanted to follow each other. I love your style! Let me know if you're interested and I'll follow you back 😉",0
tell me more about yourselves :),0
Do you have a job?,0
👋🏻👋🏻👋🏻,1
Shame on you,1
💭🤯💭🤯💭🤯💭🤯💭🤯💭🤯,0
I need a decent villa for us to live.,0
"Yo, what's up?",0
"Hey, it's Aditi here from the Instagram team. Congratulations on reaching 100k followers!",1
I have a new hobby and it’s awesome.,0
@xoxofashiondolls I would love to see this on you! 💋💋💋,0
y \n,1
I’m also sad about that.,1
"Maior, eu não entendi",0
Good to see you here,0
@junipearls.nature,1
How are you doing?,0
"I’m not sure what to do, but I want to do it anyway.",0
Wow! That's so true.,0
I'm so happy to see you again after so long!,0
"I have a favorite pasta recipe that I'd love to share with you, if you're interested!",1
Hello I have been searching for you,1
"Woah, I haven't seen that one before. 😂",0
I’m so proud of you. I know you can do it.,1
"So 😌😊😌 I have a little bit of a problem 🥺😌 Can you help me out? My friends and I have been texting each other all day, and I'm not sure",0
@frozen_treats_savannah,0
Dm me if interested,1
"Yo, I'm just a bot!",0
I can do it.,0
"Hey, thanks for your reply! He is such a cutie. I love his eyes.",0
why she said i was a bad friend,0
"Přijímám zájem o těchto oděvech, ale nemůžu je plnit jejich míru.",0
I'm sorry to hear that you're dealing with that. Is there anything I can do to help?,0
"Hey, what's up? Can I ask you a question?",0
Don't hesitate to come to me for any kind of help. I am always here to help you out.,0
@drizzylouis I'd love to know 🤔,0
Lol 😂,0
i'm starting a new journey to become a better version of myself. i'm going to make sure i'm always on top of my game. i'm going to make sure i'm always in shape.,0
Hey !! 👋,0
Babe!!!! 😌😌😌😌😌,0
I’m so sorry for what happened. I’m not myself.,0
I'm so proud of you 🥺🤍,0
What’s up ✌🏻✌🏻,0
Hi ❤️,0
@mirellanavarro 😘😘😘😘😘😘😘😘😘😘,1
Baby girl 😍😍😍😍😍😍😍,0
Hiya,1
I'm from the Instagram customer support team and we have noticed your account has been flagged for a review. We need you to verify your account by sending us a photo of your ID. Please reply back with your ID.,0
@austinmauri I have some jewelry you would look amazing in,1
You only live once but if you do it right once is enough. 😋,0
Nǐ kěyǐ qū yījīng mǎ?,1
"😮🙈🙉 I saw the news on Twitter and it is so true, I was today years old when I found out that it is a thing. 🤣🤣🤣🤣",0
I need your help to resolve this issue. Can you help me out?,0
"Hello! 🥲🥲 I just got a pair of every size, you think they will fit my boyfriend? ❤️ I wanted to buy his too ❤️❤️❤️❤️❤️❤️",0
Awwwwwwwwwwwwwwwww! 😘,0
